etape,id_batiment,type_batiment,is_uninhabited,prises,cost_before,time_before,cat_score,score,score_parts_cpp_n,score_parts_tpp_n,score_parts_p_n,score_parts_c_n,score_penalty,infrastructures,repaired_infras,step_cost,step_time,euro_per_prise_marginal,h_per_prise_marginal,cost_cum,time_cum,prises_cum,note
80,E000062,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000015', 'P000020', 'P000075', 'P000160', 'P000348', 'P007111', 'P007352', 'P007983']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,575,
81,E000065,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000020', 'P000160', 'P000236', 'P000344', 'P000348', 'P007111', 'P007343', 'P007983']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,581,
82,E000072,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000160', 'P000209', 'P000308', 'P000347', 'P007111', 'P007236', 'P007983']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,587,
83,E000086,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000181', 'P000256', 'P000258', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007388', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,593,
84,E000096,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000103', 'P000181', 'P000256', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007413', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,599,
85,E000117,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000147', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P007111', 'P007358', 'P007982', 'P007987']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,605,
86,E000119,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000394', 'P007111', 'P007141', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,611,
87,E000125,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007222', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,617,
88,E000126,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007331', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,623,
89,E000154,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007267', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,629,
90,E000191,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000151', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007301', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,635,
91,E000199,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007271', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,641,
92,E000213,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007257', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,647,
93,E000232,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000139', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007248', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,653,
94,E000235,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000049', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007340', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,659,
95,E000238,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007219', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,665,
96,E000253,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000206', 'P000260', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007289', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,671,
97,E000256,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000206', 'P000240', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007312', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,677,
98,E000264,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007209', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,683,
99,E000270,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007114', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,689,
100,E000283,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007130', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,695,
101,E000300,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007276', 'P007982', 'P007989']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,701,
102,E000307,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007412', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,707,
103,E000333,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007167', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,713,
104,E000334,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007274', 'P007982']",[],0.0,0.0,0.0,0.0,41554.19518030393,189.0891492356796,719,
105,E000259,habitation,0,8,18773.43407247938,75.09373628991753,1.0,0.8586310240250316,0.04036493869559261,0.031060048223341748,1.0,0.2105755247111422,1.0,"['P000181', 'P000265', 'P000275', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007206', 'P007982', 'P008001']","['P000719', 'P005100', 'P008001', 'P000732']",18773.43407247938,75.09373628991753,2346.6792590599225,9.386717036239691,60327.62925278331,264.18288552559716,727,
106,E000302,habitation,0,7,5481.818235167805,30.454545750932255,1.0,0.8484682203493137,0.013470296447242644,0.014396021466016769,0.8571428571428571,0.06148777825010448,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000730', 'P000732', 'P005100', 'P007111', 'P007631', 'P007982', 'P008001']","['P000730', 'P007631']",5481.818235167805,30.454545750932255,783.1168907382579,4.350649392990322,65809.44748795111,294.6374312765294,734,
107,E000258,habitation,0,6,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.7142857142857143,0.0,1.0,"['P000181', 'P000265', 'P000275', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007415', 'P007982', 'P008001']",[],0.0,0.0,0.0,0.0,65809.44748795111,294.6374312765294,740,
108,E000160,habitation,0,8,18968.111365428336,75.87244546171334,1.0,0.8592390176928897,0.04078351618999082,0.031382135598706284,1.0,0.2127591568028417,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000600', 'P000719', 'P000723', 'P000732', 'P005100', 'P007111', 'P007641', 'P007982', 'P008001', 'P008005']","['P000723', 'P007641', 'P000600', 'P008005']",18968.111365428336,75.87244546171334,2371.013920678542,9.484055682714168,84777.55885337945,370.5098767382427,748,
109,E000365,habitation,0,8,18820.4360068854,89.15765144473323,1.0,0.8604996085324792,0.040465998000648276,0.036877123048745165,1.0,0.21110273017401993,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004862', 'P007111', 'P007780', 'P007982', 'P008031']","['P004862', 'P008031', 'P007780']",18820.4360068854,89.15765144473323,2352.554500860675,11.144706430591654,103597.99486026485,459.66752818297596,756,
110,E000266,habitation,0,8,19331.493618892855,86.97560321326496,1.0,0.8615712664710764,0.04156482782043268,0.03597459073854819,1.0,0.21683509775208873,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P006709', 'P007111', 'P007692', 'P007982', 'P008025']","['P006709', 'P007692', 'P008025']",19331.493618892855,86.97560321326495,2416.436702361607,10.871950401658118,122929.4884791577,546.643131396241,764,
111,E000373,habitation,0,8,19402.41457415171,91.57534957309781,1.0,0.8623283177101325,0.04171731563913459,0.03787712416956527,1.0,0.2176305951186862,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004209', 'P004862', 'P007111', 'P007514', 'P007982', 'P008031', 'P008032']","['P004209', 'P008032', 'P007514']",19402.414574151706,91.57534957309781,2425.3018217689632,11.446918696637226,142331.90305330942,638.2184809693388,772,
112,E000376,habitation,0,8,9916.237505247858,43.68931889024575,1.0,0.8314686135186213,0.02132099633156797,0.01807064634974336,1.0,0.11122722181600847,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004209', 'P004211', 'P004862', 'P007111', 'P007506', 'P007982', 'P008031', 'P008032']","['P004211', 'P007506']",9916.237505247858,43.68931889024575,1239.5296881559823,5.461164861280719,152248.14055855726,681.9077998595845,780,
113,E000381,habitation,0,8,23116.33048518977,99.9070823003193,1.0,0.873117668851676,0.04970264147195057,0.04132327072022292,1.0,0.259288386052437,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004234', 'P004862', 'P007111', 'P007459', 'P007982', 'P008031', 'P008032', 'P008035', 'P008036']","['P007459', 'P004234', 'P008035', 'P008036']",23116.330485189774,99.9070823003193,2889.5413106487217,12.488385287539913,175364.47104374703,781.8148821599038,788,
114,E000098,habitation,0,7,12944.177645733216,60.3626350132637,1.0,0.8739157314181515,0.031807313317177205,0.02853373012039357,0.8571428571428571,0.14519064488580943,1.0,"['P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P005531', 'P007111', 'P007639', 'P007982']","['P005531', 'P007639']",12944.177645733216,60.3626350132637,1849.1682351047452,8.623233573323386,188308.64868948027,842.1775171731675,795,
115,E000010,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000352', 'P007111', 'P007115', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,800,
116,E000014,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000241', 'P007111', 'P007397', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,805,
117,E000016,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000020', 'P000160', 'P000348', 'P007111', 'P007333', 'P007983']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,810,
118,E000027,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000181', 'P000381', 'P000394', 'P000395', 'P007111', 'P007146', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,815,
119,E000029,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000181', 'P000334', 'P000394', 'P000395', 'P007111', 'P007328', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,820,
120,E000033,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000181', 'P000334', 'P000394', 'P000395', 'P007111', 'P007227', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,825,
121,E000056,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000020', 'P000148', 'P000160', 'P000301', 'P000348', 'P007111', 'P007408', 'P007983']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,830,
122,E000059,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000020', 'P000148', 'P000160', 'P000348', 'P007111', 'P007166', 'P007983', 'P007986']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,835,
123,E000075,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000160', 'P000277', 'P000308', 'P000347', 'P007111', 'P007171', 'P007983']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,840,
124,E000078,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000160', 'P000277', 'P000308', 'P000347', 'P007111', 'P007360', 'P007983']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,845,
125,E000079,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000160', 'P000277', 'P000308', 'P000347', 'P007111', 'P007308', 'P007983']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,850,
126,E000083,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000126', 'P000181', 'P000231', 'P000381', 'P000394', 'P000395', 'P007111', 'P007336', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,855,
127,E000090,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000078', 'P000181', 'P000256', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007265', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,860,
128,E000103,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000126', 'P000181', 'P000196', 'P000231', 'P000381', 'P000394', 'P000395', 'P007111', 'P007124', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,865,
129,E000105,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000126', 'P000181', 'P000196', 'P000231', 'P000381', 'P000394', 'P000395', 'P007111', 'P007279', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,870,
130,E000116,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000147', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P007111', 'P007229', 'P007982', 'P007987']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,875,
131,E000123,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000394', 'P007111', 'P007310', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,880,
132,E000134,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000009', 'P000046', 'P000163', 'P000181', 'P000198', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000394', 'P007111', 'P007409', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,885,
133,E000143,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007266', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,890,
134,E000162,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000294', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P000400', 'P007111', 'P007362', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,895,
135,E000170,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007356', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,900,
136,E000171,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007303', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,905,
137,E000180,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007235', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,910,
138,E000181,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007140', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,915,
139,E000194,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007260', 'P007982', 'P008001']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,920,
140,E000201,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007349', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,925,
141,E000204,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007119', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,930,
142,E000212,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007158', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,935,
143,E000224,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000206', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007221', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,940,
144,E000225,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007157', 'P007982', 'P008001']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,945,
145,E000230,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000139', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007148', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,950,
146,E000231,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000139', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007230', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,955,
147,E000233,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000049', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007172', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,960,
148,E000234,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000049', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007212', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,965,
149,E000240,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P000402', 'P007111', 'P007311', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,970,
150,E000243,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007384', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,975,
151,E000250,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000391', 'P000394', 'P007111', 'P007217', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,980,
152,E000271,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007411', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,985,
