etape,id_batiment,type_batiment,prises,cost_cur,time_cur_h,cost_per_prise,time_per_prise,is_uninhabited,infrastructures
129,E000224,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000206', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007221', 'P007982']"
130,E000230,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000139', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007148', 'P007982']"
131,E000231,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000139', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007230', 'P007982']"
132,E000233,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000049', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007172', 'P007982']"
133,E000234,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000049', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007212', 'P007982']"
134,E000240,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P000402', 'P007111', 'P007311', 'P007982']"
135,E000243,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007384', 'P007982']"
136,E000250,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000391', 'P000394', 'P007111', 'P007217', 'P007982']"
137,E000271,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007411', 'P007982']"
138,E000279,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000064', 'P000068', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007329', 'P007982']"
139,E000284,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000121', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007317', 'P007982']"
140,E000287,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000121', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007191', 'P007982']"
141,E000299,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007284', 'P007982', 'P007989']"
142,E000312,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000055', 'P000115', 'P000163', 'P000181', 'P000216', 'P000279', 'P000286', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007153', 'P007982']"
143,E000323,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000214', 'P000233', 'P000270', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007178', 'P007982']"
144,E000330,habitation,5,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000310', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007306', 'P007982']"
145,E000347,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000073', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000214', 'P000233', 'P000279', 'P000290', 'P000291', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007134', 'P007982']"
146,E000362,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007270', 'P007982']"
147,E000006,habitation,4,0.0,0.0,0.0,0.0,0,"['P000308', 'P007111', 'P007173', 'P007983']"
148,E000034,habitation,4,0.0,0.0,0.0,0.0,0,"['P000052', 'P000181', 'P000394', 'P000395', 'P007111', 'P007177', 'P007982']"
149,E000037,habitation,4,0.0,0.0,0.0,0.0,0,"['P000020', 'P000148', 'P000160', 'P000348', 'P007111', 'P007395', 'P007983']"
150,E000042,habitation,4,0.0,0.0,0.0,0.0,0,"['P000160', 'P000308', 'P000347', 'P007111', 'P007259', 'P007983']"
151,E000047,habitation,4,0.0,0.0,0.0,0.0,0,"['P000181', 'P000256', 'P000334', 'P000394', 'P000395', 'P007111', 'P007376', 'P007982']"
152,E000049,habitation,4,0.0,0.0,0.0,0.0,0,"['P000126', 'P000181', 'P000381', 'P000394', 'P000395', 'P007111', 'P007200', 'P007982']"
153,E000055,habitation,4,0.0,0.0,0.0,0.0,0,"['P000123', 'P000181', 'P000334', 'P000394', 'P000395', 'P007111', 'P007199', 'P007982']"
154,E000060,habitation,4,0.0,0.0,0.0,0.0,0,"['P000015', 'P000020', 'P000160', 'P000348', 'P000374', 'P007111', 'P007116', 'P007983']"
155,E000069,habitation,4,0.0,0.0,0.0,0.0,0,"['P000020', 'P000160', 'P000168', 'P000348', 'P007111', 'P007175', 'P007983']"
156,E000081,habitation,4,0.0,0.0,0.0,0.0,0,"['P000160', 'P000308', 'P000347', 'P000360', 'P007111', 'P007394', 'P007983']"
157,E000087,habitation,4,0.0,0.0,0.0,0.0,0,"['P000181', 'P000256', 'P000258', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007403', 'P007982']"
158,E000095,habitation,4,0.0,0.0,0.0,0.0,0,"['P000103', 'P000181', 'P000256', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007416', 'P007982']"
159,E000120,habitation,4,0.0,0.0,0.0,0.0,0,"['P000147', 'P000149', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P007111', 'P007400', 'P007982', 'P008000']"
160,E000138,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000221', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000331', 'P000394', 'P007111', 'P007201', 'P007982']"
161,E000140,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007123', 'P007982']"
162,E000150,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000245', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P007111', 'P007314', 'P007982']"
163,E000151,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000245', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P007111', 'P007365', 'P007982']"
164,E000157,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000166', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P000403', 'P007111', 'P007203', 'P007982']"
165,E000163,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000294', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P000400', 'P007111', 'P007364', 'P007982']"
166,E000165,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007391', 'P007982']"
167,E000166,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007268', 'P007982']"
168,E000168,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007194', 'P007982']"
169,E000173,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000145', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000312', 'P000317', 'P000394', 'P000403', 'P007111', 'P007292', 'P007982']"
170,E000182,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007264', 'P007982']"
171,E000192,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007339', 'P007982']"
172,E000215,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007396', 'P007982']"
173,E000217,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007246', 'P007982']"
174,E000218,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007275', 'P007982']"
175,E000221,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000151', 'P000163', 'P000181', 'P000203', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007383', 'P007982']"
176,E000236,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000049', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007154', 'P007982']"
177,E000239,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007179', 'P007982']"
178,E000251,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P000398', 'P007111', 'P007304', 'P007982']"
179,E000278,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000064', 'P000068', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007406', 'P007982']"
180,E000281,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007326', 'P007982']"
181,E000286,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000121', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007309', 'P007982']"
182,E000289,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007293', 'P007982']"
183,E000297,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000273', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007165', 'P007982']"
184,E000298,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000273', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007258', 'P007982']"
185,E000308,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007262', 'P007982']"
186,E000321,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007205', 'P007982']"
187,E000331,habitation,4,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007272', 'P007982']"
188,E000344,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000371', 'P000372', 'P000380', 'P000394', 'P007111', 'P007137', 'P007982']"
189,E000350,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000388', 'P000394', 'P000396', 'P007111', 'P007237', 'P007982']"
190,E000001,habitation,3,0.0,0.0,0.0,0.0,0,"['P000308', 'P007111', 'P007819', 'P007983']"
191,E000002,habitation,3,0.0,0.0,0.0,0.0,0,"['P000308', 'P007111', 'P007240', 'P007983']"
192,E000013,habitation,3,0.0,0.0,0.0,0.0,0,"['P000241', 'P007111', 'P007151', 'P007982']"
193,E000018,habitation,3,0.0,0.0,0.0,0.0,0,"['P000029', 'P000241', 'P007111', 'P007381', 'P007982']"
194,E000021,habitation,3,0.0,0.0,0.0,0.0,0,"['P000170', 'P000241', 'P007111', 'P007225', 'P007982']"
195,E000030,habitation,3,0.0,0.0,0.0,0.0,0,"['P000181', 'P000334', 'P000394', 'P000395', 'P007111', 'P007244', 'P007982']"
196,E000031,habitation,3,0.0,0.0,0.0,0.0,0,"['P000181', 'P000334', 'P000394', 'P000395', 'P007111', 'P007133', 'P007982']"
197,E000050,habitation,3,0.0,0.0,0.0,0.0,0,"['P000126', 'P000181', 'P000381', 'P000394', 'P000395', 'P007111', 'P007300', 'P007982']"
198,E000051,habitation,3,0.0,0.0,0.0,0.0,0,"['P000126', 'P000181', 'P000381', 'P000394', 'P000395', 'P007111', 'P007184', 'P007982']"
199,E000061,habitation,3,0.0,0.0,0.0,0.0,0,"['P000015', 'P000020', 'P000075', 'P000160', 'P000348', 'P007111', 'P007295', 'P007983']"
200,E000063,habitation,3,0.0,0.0,0.0,0.0,0,"['P000020', 'P000160', 'P000192', 'P000236', 'P000348', 'P007111', 'P007121', 'P007983']"
201,E000064,habitation,3,0.0,0.0,0.0,0.0,0,"['P000020', 'P000160', 'P000192', 'P000236', 'P000348', 'P007111', 'P007369', 'P007983']"
202,E000070,habitation,3,0.0,0.0,0.0,0.0,0,"['P000020', 'P000160', 'P000306', 'P000348', 'P007111', 'P007216', 'P007983']"
203,E000073,habitation,3,0.0,0.0,0.0,0.0,0,"['P000160', 'P000209', 'P000308', 'P000347', 'P007111', 'P007126', 'P007983']"
204,E000076,habitation,3,0.0,0.0,0.0,0.0,0,"['P000160', 'P000277', 'P000308', 'P000347', 'P007111', 'P007189', 'P007983']"
205,E000092,habitation,3,0.0,0.0,0.0,0.0,0,"['P000078', 'P000181', 'P000256', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007334', 'P007982']"
206,E000093,habitation,3,0.0,0.0,0.0,0.0,0,"['P000078', 'P000181', 'P000256', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007273', 'P007982']"
207,E000118,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000394', 'P007111', 'P007291', 'P007982']"
208,E000147,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000294', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P007111', 'P007817', 'P007982']"
209,E000149,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000230', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P007111', 'P007125', 'P007982']"
210,E000164,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007299', 'P007982']"
211,E000187,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000372', 'P000394', 'P007111', 'P007278', 'P007982']"
212,E000219,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007176', 'P007982']"
213,E000244,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007136', 'P007982']"
214,E000247,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000391', 'P000394', 'P007111', 'P007159', 'P007982']"
215,E000254,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000206', 'P000260', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007281', 'P007982']"
216,E000261,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000064', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007302', 'P007982']"
217,E000262,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000064', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007149', 'P007982']"
218,E000265,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007185', 'P007982']"
219,E000292,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007375', 'P007982']"
220,E000335,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000369', 'P000372', 'P000380', 'P000394', 'P007111', 'P007213', 'P007982']"
221,E000336,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000369', 'P000372', 'P000380', 'P000394', 'P007111', 'P007294', 'P007982']"
222,E000349,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000388', 'P000394', 'P000396', 'P007111', 'P007241', 'P007982']"
223,E000355,habitation,3,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000367', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007192', 'P007982']"
224,E000004,habitation,2,0.0,0.0,0.0,0.0,0,"['P000308', 'P000378', 'P007111', 'P007393', 'P007983']"
225,E000009,habitation,2,0.0,0.0,0.0,0.0,0,"['P000352', 'P007111', 'P007286', 'P007982']"
226,E000019,habitation,2,0.0,0.0,0.0,0.0,0,"['P000170', 'P000241', 'P007111', 'P007215', 'P007982']"
227,E000023,habitation,2,0.0,0.0,0.0,0.0,0,"['P000241', 'P000298', 'P007111', 'P007122', 'P007982']"
228,E000039,habitation,2,0.0,0.0,0.0,0.0,0,"['P000015', 'P000020', 'P000160', 'P000348', 'P007111', 'P007193', 'P007983']"
229,E000040,habitation,2,0.0,0.0,0.0,0.0,0,"['P000160', 'P000187', 'P000308', 'P007111', 'P007239', 'P007983']"
230,E000041,habitation,2,0.0,0.0,0.0,0.0,0,"['P000160', 'P000187', 'P000308', 'P007111', 'P007226', 'P007983']"
231,E000058,habitation,2,0.0,0.0,0.0,0.0,0,"['P000020', 'P000148', 'P000160', 'P000348', 'P007111', 'P007315', 'P007983', 'P007986']"
232,E000071,habitation,2,0.0,0.0,0.0,0.0,0,"['P000020', 'P000160', 'P000306', 'P000348', 'P007111', 'P007322', 'P007983']"
233,E000077,habitation,2,0.0,0.0,0.0,0.0,0,"['P000160', 'P000277', 'P000308', 'P000347', 'P007111', 'P007298', 'P007983']"
234,E000084,habitation,2,0.0,0.0,0.0,0.0,0,"['P000126', 'P000181', 'P000231', 'P000381', 'P000394', 'P000395', 'P007111', 'P007283', 'P007982']"
235,E000097,habitation,2,0.0,0.0,0.0,0.0,0,"['P000103', 'P000181', 'P000256', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007142', 'P007982']"
236,E000113,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000256', 'P000299', 'P000334', 'P000342', 'P000394', 'P000395', 'P007111', 'P007182', 'P007982', 'P007993']"
237,E000130,habitation,2,0.0,0.0,0.0,0.0,0,"['P000009', 'P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000323', 'P000326', 'P000394', 'P007111', 'P007370', 'P007982']"
238,E000139,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007204', 'P007982']"
239,E000155,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007327', 'P007982']"
240,E000158,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000166', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P000403', 'P007111', 'P007380', 'P007982']"
241,E000186,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000372', 'P000394', 'P007111', 'P007410', 'P007982']"
242,E000190,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000151', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007220', 'P007982']"
243,E000202,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007208', 'P007982']"
244,E000205,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007202', 'P007982']"
245,E000207,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007139', 'P007982']"
246,E000249,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000391', 'P000394', 'P007111', 'P007118', 'P007982']"
247,E000255,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000206', 'P000240', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007386', 'P007982']"
248,E000263,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000064', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007363', 'P007982']"
249,E000273,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000264', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007228', 'P007982']"
250,E000277,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000064', 'P000068', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007377', 'P007982']"
251,E000306,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007250', 'P007982']"
