etape,phase,id_batiment,type_batiment,is_uninhabited,prises,cost_before,time_before,cat_score,score,score_parts_cost_n,score_parts_time_n,score_parts_wall_n,score_parts_p_n,score_parts_c_n,score_penalty,infrastructures,repaired_infras,step_cost,step_time,euro_per_prise_marginal,h_per_prise_marginal,labour_cost,wall_clock_step_h,cost_cum,time_cum,prises_cum,note
47,2,E000327,habitation,0,3,5798.312183329945,28.1744986085552,1.0,0.9939711955810416,0.03331422254009782,0.031075873210753002,0.03883873980011481,0.2857142857142857,0.08761650032575645,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000470', 'P000476', 'P000494', 'P000633', 'P000719', 'P000732', 'P005100', 'P007111', 'P007677', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008019']","['P007677', 'P000633']",5798.312183329945,28.1744986085552,1932.7707277766483,9.391499536185067,1056.54369782082,4.4475445314602,687804.8941123135,3231.1632078515154,253,
48,2,E000317,habitation,0,2,4124.042149601445,16.49616859840578,1.0,1.0185088282815182,0.03457351606650995,0.027292385089948072,0.0338374706469317,0.14285714285714285,0.062317124176724775,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000470', 'P000476', 'P000494', 'P000635', 'P000719', 'P000732', 'P005100', 'P007111', 'P007584', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016']","['P000635', 'P007584']",4124.042149601445,16.49616859840578,2062.0210748007225,8.24808429920289,618.6063224402168,2.583222461365945,691928.9362619149,3247.659376449921,255,
49,2,E000370,habitation,0,2,5163.872133712144,23.50388512095282,1.0,1.0316606231665344,0.04406950368174237,0.03888642868823119,0.03965801295718859,0.14285714285714285,0.07802967314976825,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000462', 'P000464', 'P000470', 'P000476', 'P000494', 'P000621', 'P000719', 'P000732', 'P005100', 'P007111', 'P007533', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008017', 'P008019']","['P000621', 'P007533']",5163.872133712144,23.50388512095282,2581.936066856072,11.75194256047641,881.3956920357307,3.027574694133965,697092.8083956271,3271.163261570874,257,
50,2,E000129,habitation,0,5,25294.294953511817,106.82662488160608,1.0,1.0325344533409504,0.08543868854087865,0.07069649820164874,0.110330840637518,0.5714285714285714,0.38221426028175587,1.0,"['P000147', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P005317', 'P007111', 'P007485', 'P007982', 'P007987', 'P007999']","['P007485', 'P007999']",25294.294953511817,106.82662488160608,5058.858990702363,21.365324976321215,4005.998433060228,21.0572111528427,722387.1033491389,3377.9898864524803,262,
51,2,E000360,habitation,0,2,5379.8362692415,21.519345076966,1.0,1.0790665608685122,0.0780864461747992,0.06182783597548564,0.10519928916283482,0.14285714285714285,0.08129304034226956,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004282', 'P006950', 'P007111', 'P007528', 'P007982', 'P008033']",['P007528'],5379.8362692415,21.519345076966,2689.91813462075,10.759672538483,806.975440386225,5.3798362692415,727766.9396183804,3399.5092315294464,264,
52,2,E000227,habitation,0,2,6576.851624644834,26.30740649857934,1.0,1.0894179240572097,0.0954607063645594,0.07558454999987908,0.07421366517452403,0.14285714285714285,0.09938076879851844,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000744', 'P005100', 'P007111', 'P007686', 'P007982', 'P008001', 'P008003', 'P008004']","['P000744', 'P007686']",6576.851624644834,26.30740649857934,3288.425812322417,13.15370324928967,986.5277436967252,3.79524776979482,734343.7912430252,3425.816638028026,266,
53,2,E000146,habitation,0,2,6388.306553880195,30.2063918004498,1.0,1.0963137012230217,0.0949264015879996,0.08678683440271204,0.09098970440609991,0.14285714285714285,0.09653172260511693,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000644', 'P000719', 'P000732', 'P005100', 'P007111', 'P007802', 'P007982', 'P008001']","['P007802', 'P000644']",6388.306553880195,30.2063918004498,3194.1532769400974,15.1031959002249,1132.7396925168675,4.65316558492902,740732.0977969054,3456.0230298284755,268,
54,2,E000363,habitation,0,2,5935.423168169732,30.61384703304593,1.0,1.0993625814547379,0.089403213181807,0.08795750549879813,0.11998269980903886,0.14285714285714285,0.0896883419700228,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000462', 'P000464', 'P000470', 'P000476', 'P000494', 'P000627', 'P000719', 'P000732', 'P005100', 'P007111', 'P007645', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008019']","['P007645', 'P000627']",5935.423168169732,30.61384703304593,2967.711584084866,15.306923516522964,1148.0192637392224,6.135852107470537,746667.5209650751,3486.6368768615216,270,
55,3,E000226,habitation,0,2,6195.87427323843,34.4215237402135,1.0,1.1186732602380132,0.09449266805923795,0.09889744860842485,0.16827277114711536,0.14285714285714285,0.09362393798668811,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000744', 'P005100', 'P007111', 'P007458', 'P007982', 'P008001', 'P008003', 'P008004']",['P007458'],6195.87427323843,34.4215237402135,3097.937136619215,17.21076187010675,1290.8071402580063,8.605380935053375,752863.3952383136,3521.0584006017352,272,
56,3,E000067,habitation,0,4,21125.102689788968,112.36455543632434,1.0,1.1438008841012313,0.15990585032841068,0.16141888329147316,0.14893568370939453,0.42857142857142855,0.3192148867083879,1.0,"['P000020', 'P000160', 'P000348', 'P002851', 'P006193', 'P007111', 'P007624', 'P007983']","['P002851', 'P006193', 'P007624']",21125.102689788968,112.36455543632434,5281.275672447242,28.091138859081084,4213.670828862163,15.23298492566525,773988.4979281025,3633.4229560380595,276,
57,3,E000275,habitation,0,1,4524.92301736397,18.09969206945588,1.0,1.1547472006111432,0.13135535728499714,0.10400546935556579,0.09903735447495715,0.0,0.06837471086236152,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000476', 'P000494', 'P000717', 'P000719', 'P000732', 'P005100', 'P007111', 'P007618', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013']","['P000717', 'P007618']",4524.92301736397,18.09969206945588,4524.92301736397,18.09969206945588,678.7384526045955,2.53235908652096,778513.4209454665,3651.5226481075156,277,
58,3,E000229,habitation,0,1,3419.7201580865312,18.99844532270295,1.0,1.1573715752102829,0.1043076303692195,0.10916993588793002,0.1857512796973205,0.0,0.05167433261120338,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P005100', 'P007111', 'P007731', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008011', 'P008012']",['P007731'],3419.7201580865312,18.99844532270295,3419.7201580865312,18.99844532270295,712.4416996013606,4.749611330675737,781933.141103553,3670.5210934302186,278,
59,3,E000109,habitation,0,6,36688.070974921386,199.4460548148501,1.0,1.1613285710785686,0.18581823736320896,0.19101135774882444,0.24548532887238844,0.7142857142857143,0.5543820823872083,1.0,"['P000181', 'P000365', 'P000394', 'P000395', 'P005500', 'P007111', 'P007572', 'P007982', 'P007991', 'P007997']","['P007997', 'P007572', 'P007991']",36688.070974921386,199.4460548148501,6114.678495820231,33.24100913580835,7479.227055556878,37.66197147368913,818621.2120784743,3869.9671482450685,284,
60,3,E000108,habitation,0,6,4435.642079364231,24.642455996467948,1.0,0.8967488466004825,0.02254918010227691,0.02360031128477622,0.04015563430304235,0.7142857142857143,0.06702561424838004,1.0,"['P000181', 'P000365', 'P000394', 'P000395', 'P005500', 'P007111', 'P007476', 'P007982', 'P007991', 'P007997']",['P007476'],4435.642079364231,24.642455996467948,739.2736798940385,4.107075999411324,924.0920998675481,6.160613999116987,823056.8541578386,3894.6096042415365,290,
61,3,E000361,habitation,0,1,6238.4918419134,24.9539673676536,1.0,1.2402085819028654,0.18109906437512327,0.14339189188395443,0.24397950955111986,0.0,0.094267918873131,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004271', 'P006950', 'P007111', 'P007529', 'P007982', 'P008033']",['P007529'],6238.4918419134,24.9539673676536,6238.4918419134,24.9539673676536,935.77377628701,6.2384918419134,829295.345999752,3919.56357160919,291,
62,3,E000366,habitation,0,2,15133.065300353626,73.434686240064,1.0,1.2786970941035618,0.22575792950899906,0.21098726376305058,0.25229874565198573,0.14285714285714285,0.22867106476779334,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P003870', 'P003881', 'P003903', 'P006712', 'P007111', 'P007478', 'P007982']","['P007478', 'P003903']",15133.065300353626,73.434686240064,7566.532650176813,36.717343120032,2753.8007340024,12.9024250386495,844428.4113001056,3992.998257849254,293,
63,3,E000198,habitation,0,2,14319.169334877988,77.24590188421195,1.0,1.2793598786866855,0.2172892569096186,0.22193737469211453,0.27044144613325627,0.14285714285714285,0.21637253480432478,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P005100', 'P007111', 'P007695', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008014']","['P008014', 'P007695']",14319.169334877988,77.24590188421195,7159.584667438994,38.62295094210597,2896.721320657948,13.8302331906613,858747.5806349836,4070.244159733466,295,
64,3,E000379,habitation,0,2,15726.438201926321,79.9842628426773,1.0,1.2831789882095581,0.2363470871796745,0.2298050366296004,0.21440884347194247,0.14285714285714285,0.23763733898348793,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004251', 'P004257', 'P004261', 'P004269', 'P004271', 'P006950', 'P007111', 'P007766', 'P007982', 'P008033']","['P004257', 'P007766', 'P004251']",15726.438201926321,79.9842628426773,7863.219100963161,39.99213142133865,2999.4098566003986,10.9647553869973,874474.0188369099,4150.228422576143,297,
65,3,E000375,habitation,0,1,4664.78165030764,18.65912660123056,1.0,1.1796140178590397,0.1354153557930843,0.10722012355120958,0.18243369840747484,0.0,0.07048807136649214,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P004257', 'P004261', 'P004269', 'P004271', 'P006950', 'P007111', 'P007768', 'P007982', 'P008033']",['P007768'],4664.78165030764,18.65912660123056,4664.78165030764,18.65912660123056,699.717247546146,4.66478165030764,879138.8004872175,4168.887549177373,298,
66,3,E000110,habitation,0,3,26386.031275670037,117.76179174220485,1.0,1.2922179869474362,0.25917780345498986,0.22556314540785827,0.24158529225394845,0.2857142857142857,0.39871114985955747,1.0,"['P000181', 'P000365', 'P000394', 'P000395', 'P005500', 'P007111', 'P007554', 'P007982', 'P007991', 'P007998']","['P007554', 'P007998']",26386.031275670037,117.76179174220485,8795.343758556679,39.25393058073495,4416.067190332682,18.53181700740415,905524.8317628875,4286.649340919578,301,
67,3,E000188,habitation,0,2,16186.89612333953,81.68989006438206,1.0,1.2990779662351988,0.24296600713832445,0.23470552220300955,0.2508080621625424,0.14285714285714285,0.2445951760826157,1.0,"['P000046', 'P000163', 'P000166', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P000403', 'P002445', 'P005915', 'P007111', 'P007764', 'P007982']","['P007764', 'P005915', 'P002445']",16186.89612333953,81.68989006438206,8093.448061669765,40.84494503219103,3063.370877414327,12.8261922697184,921711.7278862271,4368.33923098396,303,
68,3,E000178,habitation,0,1,8038.781084988805,39.7432418457824,1.0,1.3152812734166477,0.2405431749817543,0.22837485334117205,0.2649657667959466,0.0,0.12147153228081502,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000750', 'P005100', 'P007111', 'P007727', 'P007982', 'P008001', 'P008003', 'P008004']","['P007727', 'P000750']",8038.781084988805,39.7432418457824,8038.781084988805,39.7432418457824,1490.37156921684,6.775104915917125,929750.5089712159,4408.082472829742,304,
69,3,E000193,habitation,0,4,47310.27359140587,201.2592987793719,1.0,1.3574207791693622,0.3461901873620574,0.2891218777562039,0.17030512255770672,0.42857142857142855,0.7148908976391974,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000723', 'P000732', 'P005100', 'P007111', 'P007607', 'P007982', 'P008001', 'P008005', 'P008008', 'P008022', 'P008026']","['P008026', 'P007607', 'P008008', 'P008022']",47310.27359140587,201.2592987793719,11827.568397851468,50.314824694842976,7547.223704226446,17.4186286326591,977060.7825626218,4609.341771609114,308,
70,3,E000175,habitation,0,3,7506.160268461124,40.032854765126,1.0,1.062874323794925,0.07579081533973171,0.07667968113329522,0.13046951783423036,0.2857142857142857,0.11342326401423784,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000723', 'P000732', 'P005100', 'P007111', 'P007595', 'P007982', 'P008001', 'P008005', 'P008008', 'P008022']",['P007595'],7506.160268461124,40.032854765126,2502.0534228203746,13.344284921708665,1501.2320536922248,10.0082136912815,984566.9428310829,4649.3746263742405,311,
71,4,E000174,habitation,0,1,11524.23459169503,46.09693836678012,1.0,1.403954971136813,0.3345404875219474,0.26488482192369606,0.2915890767082118,0.0,0.17413914117288312,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000723', 'P000732', 'P005100', 'P007111', 'P007785', 'P007982', 'P008001', 'P008005', 'P008008', 'P008021']","['P007785', 'P008021']",11524.23459169503,46.09693836678012,11524.23459169503,46.09693836678012,1728.6351887542546,7.45585594291105,996091.1774227779,4695.47156474102,312,
72,4,E000161,habitation,0,2,23928.0456354673,112.49851945047268,1.0,1.4148395899592279,0.3552522704957721,0.32322266236224434,0.24644280597636703,0.14285714285714285,0.36156928980850944,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000604', 'P000719', 'P000732', 'P005100', 'P007111', 'P007580', 'P007982', 'P008001', 'P008005', 'P008009']","['P008009', 'P007580', 'P000604']",23928.0456354673,112.49851945047268,11964.02281773365,56.24925972523634,4218.694479392726,12.6029553662963,1020019.2230582451,4807.970084191493,314,
73,4,E000325,habitation,0,3,34976.409075635405,183.8042084013624,1.0,1.4529871573121262,0.3522984903582254,0.3520620293972146,0.42020277380675064,0.2857142857142857,0.5285176893337373,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003849', 'P003934', 'P006709', 'P007111', 'P007552', 'P007982', 'P008025', 'P008029']","['P008029', 'P003934', 'P007552']",34976.409075635405,183.8042084013624,11658.803025211802,61.268069467120796,6892.6578150510895,32.2334229767792,1054995.6321338806,4991.774292592855,317,
74,4,E000326,habitation,0,3,16566.784152841727,88.35618214848921,1.0,1.1747274075487932,0.16727728073925602,0.16923908906949972,0.15588354721793013,0.2857142857142857,0.2503355464883904,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003849', 'P006709', 'P007111', 'P007715', 'P007982', 'P008025', 'P008029', 'P008030']","['P007715', 'P008030']",16566.784152841727,88.35618214848921,5522.261384280576,29.45206071616307,3313.3568305683452,11.9577038177932,1071562.4162867223,5080.130474741344,320,
75,4,E000185,habitation,0,1,15913.70799499526,73.3584184360238,1.0,1.5650208202771003,0.47114932647775837,0.42153627317760284,0.33883479321737947,0.0,0.2404671148504379,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P002717', 'P006106', 'P007111', 'P007565', 'P007982']","['P002717', 'P007565', 'P006106']",15913.70799499526,73.3584184360238,15913.70799499526,73.3584184360238,2750.9406913508924,8.6639164786096,1087476.1242817175,5153.488893177368,321,
76,4,E000003,habitation,0,1,27270.6947436024,109.08277897440959,1.0,2.095955092898347,0.9688849346977942,0.732982515814853,0.5877572810687249,0.0,0.5090156359825369,1.0,"['P007111', 'P007113', 'P007823', 'P007984']","['P007984', 'P007113', 'P007823']",27270.6947436024,109.08277897440959,27270.6947436024,109.08277897440959,4090.6042115403598,15.02879897462935,1114746.8190253198,5262.571672151777,322,
77,4,E000257,habitation,0,1,24099.74256796817,131.24459483781158,1.0,2.1142726994839434,0.8965958870398191,0.8818989964849387,0.7084119705946024,0.0,0.4498288696193763,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P005193', 'P007111', 'P007648', 'P007982', 'P007992', 'P008001']","['P007648', 'P005193', 'P007992']",24099.74256796817,131.24459483781158,24099.74256796817,131.24459483781158,4921.672306417934,18.11390762855125,1138846.5615932879,5393.816266989589,323,
78,4,E000176,habitation,0,2,49285.211668308504,271.9267890144091,1.0,2.1921847109684465,0.9188341579358532,0.9136070047133447,0.8459912510068813,0.14285714285714285,0.9199231481905426,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007562', 'P007982', 'P008001', 'P008005', 'P008009', 'P008015', 'P008023']","['P008015', 'P007562', 'P008023']",49285.211668308504,271.9267890144091,24642.605834154252,135.96339450720455,10197.254588040341,43.263547233508376,1188131.7732615964,5665.743056003998,325,
79,4,E000177,habitation,0,2,22425.603634793206,124.58668685996224,1.0,1.5437552307922906,0.4185805680339136,0.4185805680339135,0.44755213810565775,0.14285714285714285,0.4185805680339136,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007566', 'P007982', 'P008001', 'P008005', 'P008009', 'P008015', 'P008024']","['P008024', 'P007566']",22425.603634793206,124.58668685996224,11212.801817396603,62.29334342998112,4672.000757248584,22.8875807443005,1210557.3768963898,5790.329742863961,327,
80,4,E000183,habitation,0,1,24778.1757075012,127.7508080372744,1.0,2.1932314862256894,0.9135079175809859,0.8584224710163381,1.0,0.0,0.4624920261409771,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000294', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P005000', 'P007111', 'P007530', 'P007982', 'P008027']","['P007530', 'P008027']",24778.1757075012,127.7508080372744,24778.1757075012,127.7508080372744,4790.65530139779,25.569736792205,1235335.552603891,5918.080550901235,328,
